accuracy_score,balanced_accuracy_score,recall_score,precision_score,f1_score,confusion_matrix,round_number,db_number
0.4714285714285714,0.5,0.0,0.0,0.0,"[[33  0]
 [37  0]]",1,1
0.5116279069767442,0.5,0.0,0.0,0.0,"[[44  0]
 [42  0]]",1,2
0.6052631578947368,0.5,0.0,0.0,0.0,"[[46  0]
 [30  0]]",1,3
0.5394736842105263,0.5,0.0,0.0,0.0,"[[41  0]
 [35  0]]",1,4
0.5925925925925926,0.5,0.0,0.0,0.0,"[[48  0]
 [33  0]]",1,5
0.625,0.5,0.0,0.0,0.0,"[[60  0]
 [36  0]]",2,1
0.5538461538461539,0.5,0.0,0.0,0.0,"[[72  0]
 [58  0]]",2,2
0.5614035087719298,0.5,0.0,0.0,0.0,"[[64  0]
 [50  0]]",2,3
0.550561797752809,0.5,0.0,0.0,0.0,"[[49  0]
 [40  0]]",2,4
0.5583333333333333,0.5,0.0,0.0,0.0,"[[67  0]
 [53  0]]",2,5
0.6240601503759399,0.5,0.0,0.0,0.0,"[[83  0]
 [50  0]]",3,1
0.5286624203821656,0.5,0.0,0.0,0.0,"[[83  0]
 [74  0]]",3,2
0.5403225806451613,0.5,0.0,0.0,0.0,"[[67  0]
 [57  0]]",3,3
0.48905109489051096,0.5,0.0,0.0,0.0,"[[67  0]
 [70  0]]",3,4
0.46794871794871795,0.5,0.0,0.0,0.0,"[[73  0]
 [83  0]]",3,5
0.5476190476190477,0.5,0.0,0.0,0.0,"[[92  0]
 [76  0]]",4,1
0.4764705882352941,0.5,0.0,0.0,0.0,"[[81  0]
 [89  0]]",4,2
0.526595744680851,0.5,0.0,0.0,0.0,"[[99  0]
 [89  0]]",4,3
0.546448087431694,0.5,0.0,0.0,0.0,"[[100   0]
 [ 83   0]]",4,4
0.574585635359116,0.5,0.0,0.0,0.0,"[[104   0]
 [ 77   0]]",4,5
0.5860215053763441,0.5,0.0,0.0,0.0,"[[109   0]
 [ 77   0]]",5,1
0.5408163265306123,0.5,0.0,0.0,0.0,"[[106   0]
 [ 90   0]]",5,2
0.48756218905472637,0.5,0.0,0.0,0.0,"[[ 98   0]
 [103   0]]",5,3
0.4744897959183674,0.5,0.0,0.0,0.0,"[[ 93   0]
 [103   0]]",5,4
0.48623853211009177,0.5,0.0,0.0,0.0,"[[106   0]
 [112   0]]",5,5
